price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,tickets_sold_first_hour
313,94,0,78,46,2,423,245,General,0.46,0.75,Medium,0.51,0,151.0
4259,113,20,59,48,2,425,376,VIP,0.66,0.31,Slow,0.23,1,252.5
3578,40,24,31,40,3,412,210,General,0.13,0.37,Medium,0.45,1,228.4
427,84,18,63,95,3,250,308,General,0.1,0.64,Medium,0.44,1,215.4
4500,40,1,88,84,4,114,247,VIP,0.68,0.9,Medium,0.23,1,232.8
197,187,26,49,50,1,206,276,Premium,0.64,0.88,Fast,0.57,0,109.4
3399,39,9,22,48,0,172,149,Premium,0.63,0.78,Slow,0.85,1,210.7
779,14,22,67,42,1,223,89,General,0.46,0.97,Fast,0.56,1,151.9
4446,45,26,6,97,4,487,303,VIP,0.48,0.46,Medium,0.71,0,297.0
4207,153,26,13,66,0,147,257,VIP,0.52,0.34,Medium,0.1,0,158.9
2495,184,1,89,77,1,148,168,Premium,0.73,0.37,Slow,0.84,1,143.3
97,70,16,29,93,1,450,320,General,0.68,0.15,Medium,0.51,1,179.1
1186,20,11,8,93,4,302,210,General,0.77,0.95,Fast,0.18,1,165.2
2639,138,23,80,52,1,267,217,General,0.17,0.41,Medium,0.71,0,138.2
3275,145,19,22,68,3,411,440,General,0.32,0.26,Medium,0.72,0,197.1
3753,142,16,1,94,0,344,341,General,0.12,0.84,Slow,0.73,0,140.0
3699,148,24,9,68,1,393,202,General,0.44,0.55,Fast,0.7,0,178.6
2174,134,10,35,90,2,390,247,Premium,0.12,0.45,Medium,0.85,1,208.5
2860,53,11,62,43,3,371,190,Premium,0.55,0.95,Slow,0.87,1,286.2
499,69,8,50,57,4,366,382,General,0.82,0.72,Fast,0.4,1,186.3
4147,8,17,15,60,4,312,375,Premium,0.78,0.98,Slow,0.75,0,275.6
2646,6,13,69,80,0,274,243,General,0.82,0.86,Fast,0.5,0,164.4
2000,5,10,75,76,3,316,225,General,0.13,0.88,Medium,0.13,1,269.7
2547,182,10,1,81,4,379,173,VIP,0.84,0.08,Medium,0.66,1,185.9
4725,150,21,12,89,0,364,99,General,0.43,0.14,Medium,0.12,0,189.2
1227,104,18,64,53,4,327,303,General,0.55,0.64,Medium,0.78,0,249.5
1528,186,30,8,93,4,458,195,VIP,0.75,0.58,Medium,0.23,1,133.5
508,157,26,79,44,4,121,198,VIP,0.25,0.72,Fast,0.26,1,109.7
3008,170,26,38,72,4,276,316,General,0.5,0.89,Fast,0.68,1,159.4
4638,178,17,70,55,0,396,436,General,0.45,0.31,Fast,0.78,0,231.9
2729,91,22,21,98,3,398,449,General,0.2,0.13,Fast,0.27,0,265.0
3098,145,22,31,49,1,170,66,General,0.7,0.02,Medium,0.24,1,166.4
3386,106,25,72,49,0,166,281,General,0.47,0.85,Fast,0.58,0,140.5
2748,106,23,84,51,1,280,309,Premium,0.73,0.51,Medium,0.77,1,176.3
3413,111,17,10,47,0,165,362,General,0.15,0.45,Medium,0.88,0,169.1
2732,89,25,87,45,0,330,164,General,0.33,0.57,Medium,0.79,1,208.7
4484,9,9,25,51,4,366,124,General,0.73,0.19,Fast,0.67,1,213.1
2683,152,3,82,90,1,202,312,General,0.81,0.07,Fast,0.52,1,293.5
634,185,26,28,75,2,379,276,VIP,0.12,0.23,Medium,0.83,0,212.1
4740,125,5,75,69,4,298,86,General,0.77,0.54,Medium,0.75,0,173.9
2627,37,7,44,58,3,299,140,General,0.37,0.55,Fast,0.28,1,191.6
3627,151,4,79,87,2,389,205,General,0.84,0.58,Medium,0.31,1,280.4
4445,55,10,35,93,2,276,19,Premium,0.02,0.28,Fast,0.58,0,277.6
893,168,0,46,67,0,269,357,General,0.44,0.58,Fast,0.25,1,124.3
1809,145,30,17,87,2,342,75,Premium,0.61,0.11,Fast,0.38,0,127.7
89,120,5,62,71,1,390,202,VIP,0.03,0.37,Slow,0.69,1,205.0
2975,116,1,79,83,0,221,316,General,0.82,0.95,Slow,0.2,0,300.4
4125,68,12,72,49,2,384,354,General,0.54,0.52,Medium,0.77,0,228.9
2058,168,20,77,81,2,337,116,VIP,0.45,0.33,Fast,0.77,1,149.7
4666,80,4,11,81,2,154,94,Premium,0.04,0.56,Slow,0.56,1,215.7
2724,118,27,72,47,1,316,80,General,0.01,0.38,Medium,0.23,1,139.8
1452,40,9,87,82,2,305,426,General,0.49,0.39,Medium,0.43,1,227.7
2816,55,9,16,40,4,417,49,General,0.49,0.98,Slow,0.2,1,167.4
1294,12,0,50,52,3,244,229,General,0.31,0.54,Fast,0.31,0,180.9
788,111,24,61,49,4,262,337,Premium,0.23,0.19,Slow,0.36,0,174.0
4595,5,12,11,98,4,360,351,General,0.71,0.1,Fast,0.18,1,299.2
1993,6,30,16,48,4,183,433,General,0.14,0.72,Medium,0.37,1,230.9
650,127,12,14,89,0,199,12,General,0.16,0.49,Medium,0.48,0,141.9
2539,119,32,8,56,4,464,13,General,0.44,0.22,Slow,0.45,0,173.2
966,172,11,17,60,2,317,163,General,0.44,0.32,Medium,0.45,0,129.4
3649,148,30,30,47,3,323,440,VIP,0.3,0.55,Medium,0.48,1,183.2
1056,144,31,59,73,2,352,263,General,0.38,0.33,Fast,0.83,0,156.0
1189,129,20,38,41,0,105,98,General,0.06,0.15,Fast,0.34,1,122.9
3810,98,10,19,82,0,195,236,General,0.45,0.95,Fast,0.71,1,155.9
1243,12,8,87,44,1,370,52,VIP,0.03,0.02,Slow,0.49,0,187.8
4147,49,9,16,73,2,241,427,General,0.7,0.53,Medium,0.73,1,230.7
3657,150,4,0,83,1,425,65,Premium,0.34,0.12,Medium,0.41,0,181.8
1259,114,5,73,52,0,415,93,VIP,0.29,0.92,Slow,0.11,1,137.7
2837,162,27,44,65,0,221,60,VIP,0.79,0.38,Medium,0.2,0,103.1
486,123,7,36,98,1,346,46,Premium,0.02,0.5,Slow,0.55,0,164.0
1826,63,13,18,60,2,256,221,General,0.81,0.07,Medium,0.14,1,162.1
2853,70,10,46,46,4,400,321,General,0.79,0.22,Fast,0.49,0,170.3
1186,176,5,62,82,2,329,19,General,0.05,0.55,Medium,0.84,0,158.9
4231,67,32,88,69,2,366,243,General,0.66,0.13,Medium,0.16,1,201.9
921,150,28,85,64,1,406,162,General,0.62,0.64,Medium,0.59,1,150.3
1889,59,26,76,96,1,480,407,Premium,0.56,0.11,Slow,0.73,0,196.5
4483,129,21,8,52,0,300,386,Premium,0.12,0.78,Medium,0.56,0,205.1
574,145,2,45,73,3,137,18,General,0.69,0.76,Fast,0.14,0,109.5
4399,22,8,39,46,0,189,255,General,0.66,0.34,Fast,0.45,1,284.1
1801,161,29,79,76,4,264,184,Premium,0.0,0.4,Medium,0.33,1,230.2
1865,158,26,26,66,4,262,69,General,0.72,0.14,Fast,0.83,0,161.2
2122,86,28,68,55,1,324,143,Premium,0.42,0.72,Fast,0.72,0,150.6
3615,44,20,56,46,1,135,403,General,0.08,0.14,Fast,0.9,0,199.3
2241,74,6,87,91,2,119,141,VIP,0.21,0.94,Medium,0.36,0,185.6
1461,61,12,88,52,4,140,429,Premium,0.46,0.27,Fast,0.62,0,244.5
3839,100,32,36,60,1,378,139,Premium,0.53,0.14,Fast,0.3,1,244.7
1537,5,4,79,58,2,371,157,VIP,0.66,0.19,Fast,0.81,0,211.3
3017,164,13,83,48,2,126,439,VIP,0.4,1.0,Fast,0.36,0,147.7
2339,79,24,6,96,3,103,410,VIP,0.61,0.25,Medium,0.62,1,203.4
4308,58,27,83,68,4,483,235,General,0.01,0.11,Fast,0.78,1,268.9
1952,49,31,38,49,3,444,133,Premium,0.75,0.68,Fast,0.72,1,201.3
2662,84,22,47,92,1,392,187,General,0.78,0.45,Fast,0.48,1,179.7
751,136,1,28,92,0,291,25,Premium,0.83,0.68,Fast,0.65,1,153.1
3916,163,31,53,88,2,236,243,General,0.6,0.9,Fast,0.34,1,163.2
1646,52,21,32,80,0,177,440,Premium,0.13,0.91,Medium,0.64,1,210.8
2410,73,19,69,60,3,332,253,VIP,0.28,0.23,Fast,0.19,0,170.2
4765,26,30,51,70,1,172,174,VIP,0.11,0.38,Slow,0.79,0,224.6
1913,112,23,38,86,1,129,196,General,0.03,0.37,Slow,0.11,1,126.1
3974,184,25,86,55,3,377,137,Premium,0.13,0.5,Slow,0.63,1,214.8
3846,81,29,17,65,2,263,117,Premium,0.62,0.45,Medium,0.57,0,224.6
4105,53,29,16,41,2,393,44,Premium,0.59,0.99,Fast,0.53,1,199.4
4520,155,10,4,73,1,204,53,Premium,0.48,0.61,Medium,0.71,0,198.3
398,139,31,88,76,4,370,74,General,0.22,0.61,Fast,0.19,1,127.6
1736,18,1,39,41,0,364,154,VIP,0.29,0.07,Fast,0.32,0,180.3
1626,121,25,55,67,2,430,46,General,0.34,0.95,Fast,0.83,0,161.6
3370,137,9,71,96,3,294,206,General,0.75,0.4,Fast,0.19,0,192.4
4377,86,3,10,85,4,243,161,General,0.59,0.78,Slow,0.86,1,231.2
2867,178,9,21,65,1,187,46,VIP,0.71,0.7,Fast,0.58,0,108.6
1433,18,32,67,50,2,259,386,Premium,0.06,0.95,Fast,0.78,0,184.5
3368,30,1,76,51,4,290,383,Premium,0.39,0.06,Medium,0.28,1,262.6
2577,86,24,87,43,3,298,269,Premium,0.01,0.33,Fast,0.71,0,196.6
3410,157,13,83,54,3,274,54,General,0.5,0.4,Fast,0.82,0,176.2
4445,90,29,32,63,2,217,410,VIP,0.54,0.49,Slow,0.46,0,182.5
1834,100,4,33,91,2,335,57,General,0.23,0.86,Slow,0.38,0,205.0
2370,109,1,65,87,3,248,145,General,0.1,0.52,Fast,0.86,0,180.9
177,18,16,68,98,1,299,275,General,0.45,0.35,Slow,0.52,1,188.3
784,172,20,45,42,1,152,55,Premium,0.44,0.17,Medium,0.39,1,110.6
4192,110,16,50,41,1,471,141,General,0.68,0.19,Fast,0.47,0,216.2
3855,164,2,54,45,1,487,225,General,0.65,0.18,Medium,0.34,0,298.3
3271,114,26,41,78,1,396,335,General,0.57,0.48,Medium,0.17,1,205.4
4187,163,14,13,95,0,441,98,Premium,0.11,0.92,Slow,0.63,0,174.3
4414,107,9,72,84,2,456,297,Premium,0.68,0.78,Fast,0.46,1,350.9
3703,147,0,80,73,2,376,152,General,0.79,0.73,Slow,0.77,1,172.5
1828,117,2,31,84,3,118,386,VIP,0.8,0.22,Medium,0.11,1,211.3
499,120,30,29,42,1,271,167,General,0.09,0.91,Fast,0.2,0,79.5
1314,16,14,15,63,2,205,12,General,0.15,0.73,Fast,0.89,0,177.8
3250,35,24,24,88,1,226,105,General,0.29,0.03,Fast,0.51,1,215.1
700,53,31,30,62,0,201,99,General,0.27,0.33,Fast,0.6,0,154.4
110,30,21,24,58,4,214,437,VIP,0.76,0.8,Fast,0.41,1,169.8
3119,143,24,82,56,4,209,373,General,0.44,0.31,Medium,0.4,1,139.2
3312,68,23,15,95,0,240,113,General,0.21,0.21,Medium,0.53,1,198.4
4680,88,14,49,65,4,462,61,General,0.3,0.66,Slow,0.27,1,216.5
2196,34,30,22,74,0,472,250,General,0.56,0.57,Fast,0.19,0,175.5
224,147,25,56,62,4,236,243,General,0.5,0.22,Medium,0.14,1,118.0
3483,11,10,14,67,2,187,377,General,0.38,0.14,Fast,0.86,1,339.8
4629,7,21,68,82,4,102,77,VIP,0.1,0.82,Fast,0.13,0,211.6
3312,119,8,9,91,2,487,239,General,0.52,0.46,Slow,0.55,0,202.7
1127,51,22,35,60,3,255,194,General,0.28,0.05,Medium,0.19,0,195.9
1408,92,16,40,66,4,208,232,General,0.56,0.18,Fast,0.83,0,189.1
2679,182,25,16,74,1,411,211,General,0.56,0.82,Slow,0.86,0,133.3
1984,142,4,14,74,1,205,181,General,0.59,0.5,Slow,0.21,1,121.1
4541,153,3,59,57,0,336,376,Premium,0.11,0.96,Fast,0.18,0,204.4
1921,84,0,43,70,3,230,71,General,0.82,0.24,Fast,0.74,0,220.5
3448,62,9,19,51,1,321,204,Premium,0.16,0.33,Medium,0.15,1,250.4
2367,89,11,82,62,2,360,36,Premium,0.71,0.83,Medium,0.3,0,146.2
3141,86,6,38,62,4,435,83,General,0.39,0.16,Fast,0.6,0,201.2
200,90,12,74,85,3,165,337,General,0.35,0.41,Fast,0.85,1,189.1
4144,51,31,26,66,0,260,199,General,0.05,0.8,Fast,0.61,0,184.3
2939,51,26,40,53,3,455,334,VIP,0.02,0.75,Medium,0.69,0,203.8
3069,122,31,10,92,4,363,278,Premium,0.27,0.21,Fast,0.18,0,163.3
2962,136,15,3,64,0,419,454,General,0.47,0.06,Slow,0.62,1,233.6
1743,82,16,70,97,4,169,121,Premium,0.07,0.73,Fast,0.47,1,228.3
4414,94,27,4,80,0,319,155,Premium,0.72,0.8,Medium,0.81,0,172.5
4219,84,19,5,73,3,344,245,General,0.37,0.75,Slow,0.84,0,172.2
3084,72,32,13,82,1,167,74,General,0.33,0.3,Fast,0.46,1,162.8
3108,76,2,31,43,1,438,139,Premium,0.31,0.0,Fast,0.77,0,186.0
1101,120,14,6,91,3,120,428,Premium,0.5,0.21,Fast,0.49,0,138.9
3939,46,8,17,78,1,358,435,General,0.6,0.16,Medium,0.73,1,277.8
2482,187,31,21,92,1,346,173,General,0.22,0.16,Medium,0.42,1,185.1
807,55,14,85,88,3,132,137,VIP,0.53,0.86,Medium,0.32,1,159.2
2844,19,11,24,79,1,211,262,Premium,0.1,0.09,Fast,0.16,1,286.1
3448,168,3,19,76,1,269,449,General,0.38,0.48,Medium,0.57,1,179.8
2726,77,19,56,90,4,411,277,General,0.16,0.74,Fast,0.77,1,207.0
2211,35,25,1,65,0,294,432,VIP,0.22,0.81,Slow,0.25,0,168.3
53,188,16,79,62,3,104,29,General,0.57,0.11,Medium,0.68,1,108.2
1827,70,13,89,57,0,374,90,General,0.13,0.4,Medium,0.35,1,225.7
2855,188,16,0,50,0,473,106,General,0.14,0.76,Fast,0.34,0,108.5
1579,45,23,80,47,1,450,143,General,0.67,0.54,Fast,0.84,1,175.4
1962,129,3,1,86,1,291,401,General,0.32,0.51,Medium,0.75,0,206.7
395,153,20,27,58,4,357,67,General,0.66,0.1,Fast,0.57,1,155.3
802,139,10,44,41,0,295,453,General,0.26,0.65,Fast,0.62,1,147.1
2342,31,9,35,56,0,347,296,Premium,0.13,0.19,Fast,0.68,1,231.9
3355,10,18,34,61,4,395,319,VIP,0.6,0.77,Fast,0.33,1,204.2
2959,97,17,11,94,4,253,377,VIP,0.81,0.64,Slow,0.45,1,196.8
4633,147,32,10,50,0,412,335,VIP,0.14,0.18,Slow,0.9,0,171.5
375,132,17,2,91,4,169,292,General,0.11,0.67,Slow,0.38,1,139.3
942,55,1,15,53,0,131,305,VIP,0.79,0.49,Fast,0.15,0,125.6
3017,33,1,76,84,0,367,123,Premium,0.82,0.25,Fast,0.6,1,259.3
4699,5,18,0,77,4,332,223,Premium,0.6,0.83,Medium,0.19,0,240.0
3006,90,28,53,76,4,228,181,General,0.37,0.14,Medium,0.35,0,215.5
1086,132,26,9,59,1,434,70,General,0.51,0.06,Medium,0.18,0,104.2
1612,13,28,31,48,2,143,399,General,0.4,0.06,Fast,0.56,0,173.2
4733,13,23,56,85,0,296,124,General,0.44,0.6,Fast,0.1,0,166.1
2099,102,32,50,84,2,187,330,Premium,0.44,0.16,Fast,0.25,1,171.6
4534,95,21,85,98,4,429,49,Premium,0.66,0.31,Slow,0.46,0,235.1
1973,164,15,89,83,2,414,281,VIP,0.61,0.8,Fast,0.54,0,174.2
2229,149,21,89,84,3,483,333,Premium,0.5,0.45,Fast,0.19,1,181.8
4040,163,1,87,97,1,110,351,General,0.47,0.04,Slow,0.17,1,177.2
4201,146,1,21,40,3,323,49,Premium,0.19,0.93,Slow,0.23,1,177.8
1292,72,21,43,45,3,364,87,Premium,0.71,0.21,Medium,0.34,0,131.8
2144,11,17,28,68,0,121,279,VIP,0.44,0.05,Fast,0.79,0,181.2
3750,13,15,69,54,0,397,23,Premium,0.04,0.74,Fast,0.17,0,190.6
4605,129,20,38,80,1,390,228,General,0.08,0.46,Fast,0.21,1,327.5
1896,83,17,27,43,3,454,436,VIP,0.37,0.39,Medium,0.63,1,216.6
1753,135,5,29,42,1,352,374,Premium,0.75,0.75,Fast,0.19,1,145.1
2940,17,0,74,42,2,357,116,General,0.24,0.44,Medium,0.24,1,244.8
1149,119,32,23,50,4,471,50,VIP,0.1,0.77,Medium,0.79,0,148.4
1413,107,22,67,68,2,399,366,VIP,0.62,0.08,Medium,0.87,1,215.2
1485,129,30,48,53,2,301,248,General,0.65,0.57,Fast,0.76,0,115.4
2081,53,17,80,91,2,408,139,General,0.78,0.4,Fast,0.76,0,201.8
1824,179,8,42,67,2,308,13,General,0.44,0.09,Fast,0.42,0,128.3
2196,80,21,16,77,1,180,188,General,0.02,0.46,Fast,0.52,1,159.4
1165,94,5,6,40,2,239,368,General,0.53,0.68,Fast,0.27,1,152.6
1787,75,20,47,46,2,300,157,General,0.11,0.14,Fast,0.86,0,173.2
779,132,1,51,58,4,448,100,Premium,0.83,0.9,Medium,0.28,0,162.7
4116,139,21,46,90,4,233,119,VIP,0.29,0.6,Fast,0.43,1,177.2
135,177,26,19,46,4,274,111,General,0.74,0.17,Slow,0.22,1,107.5
1433,143,12,4,96,2,160,140,Premium,0.32,0.84,Slow,0.37,1,125.8
2966,12,1,32,74,3,104,146,Premium,0.01,0.75,Medium,0.79,0,246.3
1686,56,15,58,61,3,133,458,General,0.14,0.83,Medium,0.58,0,196.7
4227,170,17,44,95,0,342,251,VIP,0.08,0.02,Medium,0.1,1,223.9
2395,164,15,7,61,1,442,135,Premium,0.81,0.01,Fast,0.87,0,161.6
3187,26,13,21,78,1,431,400,Premium,0.83,0.83,Fast,0.15,0,264.5
1991,70,29,73,69,1,133,221,General,0.41,0.31,Slow,0.67,1,173.2
817,49,3,86,81,3,145,456,VIP,0.55,0.24,Medium,0.78,1,236.5
2096,33,4,4,72,2,166,426,Premium,0.39,0.52,Medium,0.56,0,194.5
3413,108,8,11,69,1,309,54,Premium,0.5,0.84,Fast,0.7,0,160.4
1930,154,31,50,73,2,149,273,General,0.82,0.09,Fast,0.21,1,140.4
545,82,21,65,87,0,426,318,Premium,0.81,0.42,Medium,0.69,1,173.9
4413,165,14,37,80,0,392,324,VIP,0.73,0.98,Medium,0.42,0,152.9
3856,29,7,33,72,3,131,132,General,0.46,0.4,Slow,0.35,1,222.9
2990,172,4,45,90,2,413,214,Premium,0.63,0.85,Fast,0.66,1,227.4
2299,138,1,39,55,2,356,241,General,0.32,0.54,Fast,0.58,1,174.5
1314,150,27,22,84,2,223,321,Premium,0.35,0.57,Fast,0.36,1,151.2
1645,182,27,39,87,2,235,363,Premium,0.58,0.04,Fast,0.18,0,133.5
4015,125,21,60,87,0,393,52,General,0.26,0.32,Fast,0.48,0,196.6
4065,165,2,51,92,3,112,315,VIP,0.72,0.74,Slow,0.23,1,218.0
2801,171,17,11,43,2,199,149,General,0.5,0.45,Slow,0.87,1,165.1
4575,14,19,16,48,0,280,54,General,0.62,0.03,Fast,0.22,1,179.4
1743,68,20,52,83,2,183,231,VIP,0.79,0.75,Fast,0.7,0,147.8
4207,188,25,35,50,4,108,319,VIP,0.77,0.61,Fast,0.4,1,123.1
116,9,17,72,77,3,155,310,VIP,0.19,0.56,Medium,0.25,0,172.1
3114,169,30,60,64,1,222,84,Premium,0.29,0.29,Fast,0.45,0,145.2
1631,11,28,51,46,0,356,213,General,0.15,0.04,Medium,0.14,0,173.2
2744,119,7,66,90,3,421,114,VIP,0.15,0.42,Fast,0.27,0,209.6
421,59,28,12,53,1,193,282,General,0.21,0.42,Fast,0.81,1,171.3
2420,87,10,18,75,1,480,395,VIP,0.19,0.21,Medium,0.76,0,204.0
2782,68,26,40,94,2,299,113,VIP,0.74,0.11,Slow,0.12,1,161.5
2853,13,28,58,48,1,468,344,Premium,0.02,0.48,Medium,0.16,0,204.8
873,86,27,78,55,3,407,165,General,0.32,0.31,Fast,0.87,0,177.1
3732,109,27,85,97,3,287,328,VIP,0.56,0.18,Slow,0.26,0,218.9
3760,21,14,10,97,1,103,239,VIP,0.31,0.45,Fast,0.86,0,224.0
2848,22,12,23,94,4,200,245,General,0.14,0.38,Medium,0.23,0,190.6
1373,92,22,64,95,1,477,424,VIP,0.76,0.61,Fast,0.88,1,201.0
319,124,28,44,70,3,117,406,VIP,0.07,0.51,Fast,0.44,1,139.3
1542,106,25,23,74,2,308,133,General,0.82,0.29,Fast,0.7,1,136.5
4241,128,29,23,78,1,353,50,Premium,0.7,0.39,Fast,0.4,1,227.3
3148,28,14,18,41,1,256,141,VIP,0.51,0.7,Fast,0.88,1,251.5
1571,83,9,59,68,2,134,378,General,0.16,0.61,Medium,0.68,1,182.9
4242,18,24,48,88,0,141,279,General,0.29,0.14,Fast,0.22,0,197.8
3070,52,20,79,53,0,129,165,General,0.11,0.09,Fast,0.85,0,187.9
2016,93,1,60,80,4,252,348,VIP,0.53,0.49,Fast,0.33,0,167.7
812,83,23,72,42,3,416,43,VIP,0.66,0.46,Fast,0.53,1,149.0
505,115,1,83,41,0,138,454,General,0.08,0.2,Medium,0.85,0,155.3
2946,106,21,69,94,4,190,272,VIP,0.63,0.13,Fast,0.2,0,243.0
4414,143,18,32,85,3,302,358,General,0.24,0.27,Medium,0.66,1,321.7
1951,106,32,64,85,3,302,18,Premium,0.1,0.18,Fast,0.15,0,189.0
3782,179,25,60,92,3,162,114,General,0.8,0.7,Slow,0.75,1,136.8
2045,180,13,79,68,0,180,110,General,0.08,0.83,Medium,0.16,0,147.1
3397,185,7,4,71,3,300,198,General,0.3,0.74,Medium,0.62,1,256.9
4534,137,21,45,68,1,482,118,Premium,0.5,0.43,Medium,0.29,0,179.2
3509,109,19,44,93,4,135,107,General,0.44,0.45,Medium,0.75,0,154.6
2730,93,22,32,82,2,279,135,General,0.09,0.74,Medium,0.46,1,176.0
3628,102,3,75,49,0,229,250,General,0.09,0.03,Fast,0.64,1,290.2
2796,85,5,15,59,1,235,288,Premium,0.33,0.73,Fast,0.77,1,169.9
3249,58,1,11,48,4,347,113,General,0.69,0.19,Fast,0.17,0,223.7
3854,34,28,17,43,2,350,344,VIP,0.38,0.55,Fast,0.74,1,221.6
1203,31,20,88,85,1,303,64,General,0.48,0.39,Fast,0.6,1,177.3
2306,46,13,30,61,1,188,347,VIP,0.69,0.64,Fast,0.59,0,198.9
3560,134,17,29,74,3,227,217,General,0.06,0.92,Fast,0.47,1,140.7
470,70,26,89,41,0,361,241,Premium,0.15,0.66,Fast,0.61,0,146.7
91,160,8,5,61,1,351,88,Premium,0.27,0.89,Medium,0.69,0,149.0
3973,31,4,11,63,1,390,375,General,0.57,0.2,Slow,0.77,1,264.3
4064,140,28,16,92,2,377,454,General,0.66,0.74,Medium,0.28,1,207.9
3065,181,6,79,69,0,155,330,General,0.84,0.26,Fast,0.83,0,166.4
431,174,26,85,49,4,353,270,General,0.18,0.96,Slow,0.76,0,128.5
2513,92,12,20,62,4,334,151,General,0.49,0.53,Fast,0.11,1,141.3
1046,90,21,47,42,0,388,397,VIP,0.2,0.63,Medium,0.83,0,164.4
4022,176,1,83,81,4,222,40,VIP,0.8,0.91,Medium,0.51,1,160.5
1208,52,15,43,57,2,303,67,Premium,0.46,0.95,Fast,0.34,0,137.8
3057,102,12,56,53,3,474,33,VIP,0.63,0.74,Fast,0.62,1,181.6
1094,10,30,14,82,1,440,340,General,0.64,0.48,Fast,0.18,0,160.2
1615,125,24,44,68,1,180,367,General,0.69,0.95,Medium,0.34,0,141.8
2255,19,25,8,58,1,462,144,General,0.53,0.52,Medium,0.2,1,163.9
705,85,5,42,81,3,265,242,General,0.65,0.45,Medium,0.38,0,147.0
2848,153,12,62,82,0,439,82,General,0.77,0.07,Slow,0.68,1,161.2
631,164,12,62,41,4,470,305,VIP,0.44,0.59,Slow,0.18,0,138.4
2206,74,22,27,87,4,268,129,General,0.49,0.92,Medium,0.74,0,163.7
1875,164,29,46,47,2,417,346,Premium,0.26,0.07,Fast,0.79,0,244.2
2964,134,8,43,62,3,378,122,General,0.53,0.49,Medium,0.81,0,183.0
178,123,12,89,45,0,320,242,General,0.7,0.87,Slow,0.31,0,89.3
1882,27,28,30,86,1,281,392,VIP,0.67,0.43,Fast,0.44,1,218.4
3555,58,9,75,74,0,421,318,General,0.75,0.01,Medium,0.85,0,305.0
1660,132,7,30,59,3,184,370,VIP,0.81,0.74,Slow,0.81,1,157.6
1542,41,26,31,61,4,451,263,General,0.84,0.32,Medium,0.54,1,190.6
3816,54,6,41,66,4,391,256,General,0.01,0.32,Fast,0.47,0,213.2
404,16,30,8,96,2,420,67,General,0.39,0.04,Medium,0.24,1,185.1
1829,170,29,54,87,3,181,327,Premium,0.34,0.44,Fast,0.12,0,115.2
818,157,19,73,96,0,257,160,Premium,0.7,0.13,Fast,0.44,1,147.0
4335,126,26,37,87,1,475,172,General,0.69,0.68,Fast,0.54,0,174.4
4351,73,14,3,49,4,166,311,Premium,0.03,0.83,Slow,0.48,1,182.9
4041,79,19,51,61,1,184,204,Premium,0.06,0.24,Fast,0.83,0,195.1
78,187,5,81,43,0,181,382,Premium,0.36,0.21,Medium,0.85,0,112.7
948,64,10,60,41,4,246,24,General,0.43,0.33,Medium,0.64,0,154.1
2656,27,11,65,43,4,204,321,Premium,0.06,0.64,Fast,0.75,1,275.8
3309,38,7,45,41,4,166,405,General,0.56,0.76,Slow,0.74,1,232.8
2229,182,6,61,45,4,152,410,Premium,0.03,0.01,Medium,0.43,1,168.5
2238,16,14,40,94,4,201,168,Premium,0.4,0.23,Medium,0.69,1,242.2
640,52,16,18,62,4,248,25,General,0.28,0.35,Slow,0.67,1,168.3
1237,18,23,18,84,0,385,63,VIP,0.27,0.56,Slow,0.59,0,180.1
1654,38,28,55,42,0,255,194,Premium,0.2,0.17,Slow,0.31,0,126.9
4074,84,8,1,55,3,199,206,VIP,0.02,0.26,Medium,0.78,0,207.6
3856,45,22,17,44,0,299,195,VIP,0.71,0.17,Slow,0.8,0,159.9
4680,43,32,69,89,3,258,222,General,0.1,0.38,Fast,0.45,1,222.6
1523,141,16,56,41,0,177,243,General,0.46,0.72,Fast,0.41,0,101.8
3461,155,31,26,40,4,288,249,Premium,0.67,0.2,Fast,0.75,0,177.1
776,133,32,86,45,4,170,164,VIP,0.75,0.21,Fast,0.2,0,89.4
2026,27,4,50,79,1,441,317,General,0.07,0.37,Fast,0.12,0,188.2
680,136,1,27,47,3,241,307,General,0.35,0.85,Medium,0.49,1,158.8
2725,109,4,17,43,3,415,66,Premium,0.8,0.32,Fast,0.19,0,138.1
3405,175,5,56,46,3,416,190,General,0.79,0.14,Fast,0.62,0,212.6
138,121,15,54,50,0,305,223,Premium,0.52,0.06,Fast,0.66,1,143.8
1705,186,7,69,72,4,428,249,General,0.13,0.63,Fast,0.76,1,217.4
2127,32,31,12,73,3,407,303,VIP,0.17,0.29,Medium,0.71,1,281.2
1621,53,18,30,94,0,251,274,VIP,0.27,0.31,Fast,0.46,1,318.9
3991,100,12,72,83,2,139,264,Premium,0.57,0.97,Fast,0.87,0,289.1
741,9,9,89,68,0,389,139,General,0.05,0.5,Medium,0.15,0,192.6
1590,78,13,83,52,2,212,105,General,0.16,0.15,Fast,0.35,0,174.6
4087,144,17,18,45,0,349,275,VIP,0.09,0.96,Fast,0.6,1,191.3
3064,128,3,50,43,3,217,91,Premium,0.22,0.38,Fast,0.46,1,156.5
1153,46,25,30,56,1,359,118,Premium,0.61,0.38,Fast,0.39,0,127.0
3901,40,24,10,72,1,282,179,VIP,0.85,0.4,Medium,0.65,1,334.0
